featureid	state	dot_district	county	town
201477837	Massachusetts	1	Franklin	Monroe
201477837	Massachusetts	1	Bennington	Readsboro
201477837	Massachusetts	1	Bennington	Monroe
201477837	Vermont	1	Franklin	Readsboro
201477837	Vermont	1	Franklin	Monroe
201477837	Vermont	1	Bennington	Readsboro
201477837	Vermont	1	Bennington	Monroe
201477744	Massachusetts	1	Franklin	Colrain
201477680	Massachusetts	1	Franklin	Florida
201477680	Massachusetts	1	Franklin	Monroe
201477680	Massachusetts	1	Berkshire	Florida
201477680	Massachusetts	1	Berkshire	Monroe
201477733	Massachusetts	1	Franklin	Florida
201477733	Massachusetts	1	Franklin	Monroe
201477733	Massachusetts	1	Berkshire	Florida
201477733	Massachusetts	1	Berkshire	Monroe
201477781	Massachusetts	1	Franklin	Colrain
201477781	Massachusetts	1	Franklin	Leyden
201477781	Massachusetts	2	Franklin	Colrain
201477781	Massachusetts	2	Franklin	Leyden
201477873	Massachusetts	1	Franklin	Florida
201477873	Massachusetts	1	Franklin	Monroe
201477873	Massachusetts	1	Berkshire	Florida
201477873	Massachusetts	1	Berkshire	Monroe
201477883	Massachusetts	1	Franklin	Monroe
201477822	Massachusetts	1	Franklin	Monroe
201477822	Massachusetts	1	Franklin	Rowe
201477738	Massachusetts	1	Franklin	Readsboro
201477738	Massachusetts	1	Franklin	Monroe
201477738	Massachusetts	1	Bennington	Readsboro
201477738	Massachusetts	1	Bennington	Monroe
201477738	Vermont	1	Franklin	Readsboro
201477738	Vermont	1	Franklin	Monroe
201477738	Vermont	1	Bennington	Readsboro
201477738	Vermont	1	Bennington	Monroe
201477832	Massachusetts	2	Franklin	Bernardston
201477832	Massachusetts	2	Franklin	Leyden
201477832	Massachusetts	2	Franklin	Greenfield
201477768	Massachusetts	1	Franklin	Colrain
201477723	Massachusetts	1	Franklin	Colrain
201477769	Massachusetts	1	Franklin	Colrain
201477737	Massachusetts	1	Franklin	Monroe
201477748	Massachusetts	1	Franklin	Monroe
201477743	Massachusetts	1	Franklin	Colrain
201477722	Massachusetts	1	Franklin	Colrain
201477790	Massachusetts	1	Franklin	Colrain
201477772	Massachusetts	1	Franklin	Monroe
201477782	Massachusetts	1	Franklin	Monroe
201477896	Massachusetts	1	Franklin	Rowe
201477763	Massachusetts	2	Franklin	Leyden
201477785	Massachusetts	2	Franklin	Bernardston
201477785	Massachusetts	2	Franklin	Greenfield
201477831	Massachusetts	2	Franklin	Leyden
201477831	Massachusetts	2	Franklin	Greenfield
201477778	Massachusetts	1	Franklin	Florida
201477778	Massachusetts	1	Franklin	Monroe
201477778	Massachusetts	1	Berkshire	Florida
201477778	Massachusetts	1	Berkshire	Monroe
201477789	Massachusetts	1	Franklin	Rowe
201477830	Massachusetts	1	Franklin	Colrain
201477773	Massachusetts	2	Franklin	Leyden
201477791	Massachusetts	1	Franklin	Florida
201477791	Massachusetts	1	Franklin	Monroe
201477791	Massachusetts	1	Berkshire	Florida
201477791	Massachusetts	1	Berkshire	Monroe
201477804	Massachusetts	1	Franklin	Rowe
201477844	Massachusetts	1	Franklin	Colrain
201477844	Massachusetts	2	Franklin	Colrain
201477859	Massachusetts	1	Franklin	Florida
201477859	Massachusetts	1	Franklin	Monroe
201477859	Massachusetts	1	Berkshire	Florida
201477859	Massachusetts	1	Berkshire	Monroe
201477939	Massachusetts	2	Franklin	Bernardston
201477939	Massachusetts	2	Franklin	Leyden
201477939	Massachusetts	2	Franklin	Greenfield
201477814	Massachusetts	1	Franklin	Heath
201478011	Massachusetts	2	Franklin	Bernardston
201478011	Massachusetts	2	Franklin	Leyden
201478011	Massachusetts	2	Franklin	Greenfield
201477818	Massachusetts	1	Franklin	Colrain
201477850	Massachusetts	1	Franklin	Colrain
201477884	Massachusetts	1	Franklin	Rowe
201477976	Massachusetts	1	Franklin	Colrain
201477976	Massachusetts	1	Franklin	Charlemont
201477976	Massachusetts	1	Franklin	Heath
201477897	Massachusetts	1	Franklin	Heath
201477897	Massachusetts	1	Franklin	Rowe
201477919	Massachusetts	1	Franklin	Heath
201477957	Massachusetts	1	Franklin	Colrain
201477957	Massachusetts	1	Franklin	Leyden
201477957	Massachusetts	1	Franklin	Greenfield
201477957	Massachusetts	2	Franklin	Colrain
201477957	Massachusetts	2	Franklin	Leyden
201477957	Massachusetts	2	Franklin	Greenfield
201477918	Massachusetts	1	Franklin	Heath
201477974	Massachusetts	1	Franklin	Rowe
201477874	Massachusetts	1	Franklin	Heath
201477849	Massachusetts	1	Franklin	Colrain
201477849	Massachusetts	1	Franklin	Heath
201477836	Massachusetts	1	Franklin	Monroe
201477880	Massachusetts	1	Franklin	Colrain
201478079	Massachusetts	1	Franklin	Florida
201478079	Massachusetts	1	Franklin	Monroe
201478079	Massachusetts	1	Franklin	Rowe
201478079	Massachusetts	1	Berkshire	Florida
201478079	Massachusetts	1	Berkshire	Monroe
201478079	Massachusetts	1	Berkshire	Rowe
201477870	Massachusetts	1	Franklin	Florida
201477870	Massachusetts	1	Franklin	Monroe
201477870	Massachusetts	1	Berkshire	Florida
201477870	Massachusetts	1	Berkshire	Monroe
201477940	Massachusetts	2	Franklin	Greenfield
201477838	Massachusetts	1	Franklin	Colrain
201478033	Massachusetts	1	Franklin	Colrain
201478058	Massachusetts	2	Franklin	Greenfield
201477882	Massachusetts	1	Franklin	Monroe
201478070	Massachusetts	1	Franklin	Rowe
201477900	Massachusetts	1	Franklin	Colrain
201477980	Massachusetts	1	Franklin	Colrain
201477890	Massachusetts	1	Franklin	Heath
201477922	Massachusetts	1	Franklin	Florida
201477922	Massachusetts	1	Franklin	Monroe
201477922	Massachusetts	1	Berkshire	Florida
201477922	Massachusetts	1	Berkshire	Monroe
201477892	Massachusetts	1	Franklin	Heath
201477936	Massachusetts	1	Franklin	Rowe
201477889	Massachusetts	1	Franklin	Rowe
201478000	Massachusetts	1	Franklin	Heath
201478000	Massachusetts	1	Franklin	Rowe
201477909	Massachusetts	1	Franklin	Colrain
201477909	Massachusetts	1	Franklin	Heath
201477913	Massachusetts	1	Franklin	Colrain
201477913	Massachusetts	1	Franklin	Heath
201477962	Massachusetts	1	Franklin	Colrain
201478010	Massachusetts	1	Franklin	Heath
201477975	Massachusetts	1	Franklin	Rowe
201478008	Massachusetts	2	Franklin	Greenfield
201478121	Massachusetts	1	Franklin	Rowe
201477956	Massachusetts	1	Franklin	Colrain
201477956	Massachusetts	1	Franklin	Greenfield
201477956	Massachusetts	1	Franklin	Shelburne
201477956	Massachusetts	2	Franklin	Colrain
201477956	Massachusetts	2	Franklin	Greenfield
201477956	Massachusetts	2	Franklin	Shelburne
201477963	Massachusetts	1	Franklin	Colrain
201478057	Massachusetts	2	Franklin	Leyden
201478057	Massachusetts	2	Franklin	Greenfield
201478034	Massachusetts	1	Franklin	Colrain
201478005	Massachusetts	1	Franklin	Colrain
201478005	Massachusetts	1	Franklin	Shelburne
201478076	Massachusetts	1	Franklin	Colrain
201478076	Massachusetts	1	Franklin	Shelburne
201478044	Massachusetts	1	Franklin	Rowe
201478063	Massachusetts	1	Franklin	Colrain
201478063	Massachusetts	1	Franklin	Shelburne
201477999	Massachusetts	1	Franklin	Rowe
201478028	Massachusetts	1	Franklin	Heath
201478191	Massachusetts	1	Franklin	Charlemont
201478191	Massachusetts	1	Franklin	Heath
201478191	Massachusetts	1	Franklin	Rowe
201478012	Massachusetts	2	Franklin	Greenfield
201478085	Massachusetts	1	Franklin	Florida
201478085	Massachusetts	1	Franklin	Monroe
201478085	Massachusetts	1	Franklin	Rowe
201478085	Massachusetts	1	Berkshire	Florida
201478085	Massachusetts	1	Berkshire	Monroe
201478085	Massachusetts	1	Berkshire	Rowe
201478049	Massachusetts	1	Franklin	Heath
201478108	Massachusetts	1	Franklin	Heath
201478135	Massachusetts	2	Franklin	Greenfield
201478060	Massachusetts	2	Franklin	Greenfield
201478182	Massachusetts	1	Franklin	Charlemont
201478182	Massachusetts	1	Franklin	Heath
201478181	Massachusetts	1	Franklin	Charlemont
201478181	Massachusetts	1	Franklin	Rowe
201478137	Massachusetts	1	Franklin	Colrain
201478137	Massachusetts	1	Franklin	Greenfield
201478137	Massachusetts	1	Franklin	Shelburne
201478137	Massachusetts	2	Franklin	Colrain
201478137	Massachusetts	2	Franklin	Greenfield
201478137	Massachusetts	2	Franklin	Shelburne
201478048	Massachusetts	1	Franklin	Charlemont
201478048	Massachusetts	1	Franklin	Heath
201478048	Massachusetts	1	Franklin	Rowe
201478092	Massachusetts	1	Franklin	Colrain
201478072	Massachusetts	1	Franklin	Colrain
201478123	Massachusetts	1	Franklin	Colrain
201478045	Massachusetts	1	Franklin	Rowe
201478128	Massachusetts	1	Franklin	Heath
201478115	Massachusetts	1	Franklin	Colrain
201478115	Massachusetts	1	Franklin	Shelburne
201478231	Massachusetts	1	Berkshire	Florida
201478296	Massachusetts	1	Franklin	Charlemont
201478296	Massachusetts	1	Franklin	Rowe
201478098	Massachusetts	2	Franklin	Greenfield
201478097	Massachusetts	1	Franklin	Greenfield
201478097	Massachusetts	1	Franklin	Shelburne
201478097	Massachusetts	2	Franklin	Greenfield
201478097	Massachusetts	2	Franklin	Shelburne
201478071	Massachusetts	1	Franklin	Rowe
201478152	Massachusetts	1	Franklin	Shelburne
201478122	Massachusetts	1	Franklin	Rowe
201478124	Massachusetts	1	Franklin	Colrain
201478124	Massachusetts	1	Franklin	Shelburne
201478091	Massachusetts	1	Franklin	Colrain
201478084	Massachusetts	1	Franklin	Colrain
201478086	Massachusetts	1	Franklin	Florida
201478086	Massachusetts	1	Franklin	Rowe
201478086	Massachusetts	1	Berkshire	Florida
201478086	Massachusetts	1	Berkshire	Rowe
201478144	Massachusetts	1	Franklin	Florida
201478144	Massachusetts	1	Franklin	Monroe
201478144	Massachusetts	1	Berkshire	Florida
201478144	Massachusetts	1	Berkshire	Monroe
201478156	Massachusetts	1	Franklin	Colrain
201478156	Massachusetts	1	Franklin	Shelburne
201478111	Massachusetts	1	Franklin	Shelburne
201478090	Massachusetts	1	Franklin	Rowe
201478104	Massachusetts	1	Franklin	Colrain
201478104	Massachusetts	1	Franklin	Shelburne
201478155	Massachusetts	1	Franklin	Florida
201478155	Massachusetts	1	Franklin	Rowe
201478155	Massachusetts	1	Berkshire	Florida
201478155	Massachusetts	1	Berkshire	Rowe
201478107	Massachusetts	1	Franklin	Heath
201478172	Massachusetts	1	Franklin	Colrain
201478172	Massachusetts	1	Franklin	Shelburne
201478196	Massachusetts	1	Franklin	Colrain
201478149	Massachusetts	2	Franklin	Greenfield
201478134	Massachusetts	2	Franklin	Greenfield
201478232	Massachusetts	1	Franklin	Florida
201478232	Massachusetts	1	Franklin	Monroe
201478232	Massachusetts	1	Berkshire	Florida
201478232	Massachusetts	1	Berkshire	Monroe
201478217	Massachusetts	1	Franklin	Heath
201478229	Massachusetts	1	Franklin	Colrain
201478229	Massachusetts	1	Franklin	Charlemont
201478183	Massachusetts	1	Franklin	Charlemont
201478183	Massachusetts	1	Franklin	Heath
201478161	Massachusetts	1	Franklin	Shelburne
201478297	Massachusetts	1	Franklin	Charlemont
201478297	Massachusetts	1	Franklin	Rowe
201478133	Massachusetts	1	Franklin	Heath
201478166	Massachusetts	1	Franklin	Colrain
201478192	Massachusetts	1	Franklin	Charlemont
201478192	Massachusetts	1	Franklin	Heath
201478240	Massachusetts	2	Franklin	Greenfield
201478148	Massachusetts	2	Franklin	Greenfield
201478147	Massachusetts	1	Franklin	Greenfield
201478147	Massachusetts	1	Franklin	Shelburne
201478147	Massachusetts	2	Franklin	Greenfield
201478147	Massachusetts	2	Franklin	Shelburne
201478193	Massachusetts	2	Franklin	Greenfield
201478163	Massachusetts	1	Franklin	Florida
201478163	Massachusetts	1	Franklin	Monroe
201478163	Massachusetts	1	Berkshire	Florida
201478163	Massachusetts	1	Berkshire	Monroe
201478273	Massachusetts	2	Franklin	Greenfield
201478160	Massachusetts	1	Berkshire	Florida
201478295	Massachusetts	1	Franklin	Florida
201478295	Massachusetts	1	Franklin	Rowe
201478295	Massachusetts	1	Berkshire	Florida
201478295	Massachusetts	1	Berkshire	Rowe
201478204	Massachusetts	1	Franklin	Shelburne
201478403	Massachusetts	1	Franklin	Florida
201478403	Massachusetts	1	Franklin	Monroe
201478403	Massachusetts	1	Berkshire	Florida
201478403	Massachusetts	1	Berkshire	Monroe
201478184	Massachusetts	1	Franklin	Colrain
201478171	Massachusetts	1	Franklin	Colrain
201478171	Massachusetts	1	Franklin	Shelburne
201478285	Massachusetts	1	Berkshire	Florida
201478385	Massachusetts	1	Franklin	Charlemont
201478385	Massachusetts	1	Franklin	Rowe
201478241	Massachusetts	2	Franklin	Greenfield
201478367	Massachusetts	1	Franklin	Charlemont
201478356	Massachusetts	1	Franklin	Charlemont
201478356	Massachusetts	1	Franklin	Heath
201478199	Massachusetts	1	Franklin	Colrain
201478199	Massachusetts	1	Franklin	Shelburne
201478203	Massachusetts	1	Franklin	Colrain
201478203	Massachusetts	1	Franklin	Shelburne
201478188	Massachusetts	1	Franklin	Charlemont
201478188	Massachusetts	1	Franklin	Rowe
201478368	Massachusetts	1	Franklin	Charlemont
201478368	Massachusetts	1	Franklin	Heath
201478200	Massachusetts	2	Franklin	Greenfield
201478230	Massachusetts	1	Franklin	Colrain
201478230	Massachusetts	1	Franklin	Shelburne
201478607	Massachusetts	1	Franklin	Charlemont
201478607	Massachusetts	1	Franklin	Rowe
201478216	Massachusetts	1	Franklin	Heath
201478341	Massachusetts	1	Franklin	Charlemont
201478341	Massachusetts	1	Franklin	Heath
201478454	Massachusetts	1	Franklin	Colrain
201478454	Massachusetts	1	Franklin	Charlemont
201478266	Massachusetts	1	Berkshire	Florida
201478266	Massachusetts	1	Berkshire	North adams
201478309	Massachusetts	1	Franklin	Charlemont
201478310	Massachusetts	1	Franklin	Colrain
201478310	Massachusetts	1	Franklin	Charlemont
201478298	Massachusetts	1	Franklin	Colrain
201478298	Massachusetts	1	Franklin	Charlemont
201478298	Massachusetts	1	Franklin	Shelburne
201478267	Massachusetts	1	Berkshire	Florida
201478362	Massachusetts	1	Franklin	Greenfield
201478362	Massachusetts	1	Franklin	Shelburne
201478362	Massachusetts	2	Franklin	Greenfield
201478362	Massachusetts	2	Franklin	Shelburne
201478288	Massachusetts	2	Franklin	Greenfield
201478518	Massachusetts	1	Franklin	Charlemont
201478518	Massachusetts	1	Franklin	Heath
201478334	Massachusetts	1	Berkshire	Florida
201478286	Massachusetts	1	Franklin	Rowe
201478284	Massachusetts	1	Berkshire	Florida
201478299	Massachusetts	1	Franklin	Shelburne
201478480	Massachusetts	1	Franklin	Shelburne
201478358	Massachusetts	1	Franklin	Florida
201478358	Massachusetts	1	Franklin	Rowe
201478358	Massachusetts	1	Berkshire	Florida
201478358	Massachusetts	1	Berkshire	Rowe
201478294	Massachusetts	1	Franklin	Florida
201478294	Massachusetts	1	Berkshire	Florida
201478413	Massachusetts	2	Franklin	Greenfield
201478364	Massachusetts	1	Franklin	Rowe
201478306	Massachusetts	2	Franklin	Greenfield
201478342	Massachusetts	1	Franklin	Florida
201478342	Massachusetts	1	Franklin	Rowe
201478342	Massachusetts	1	Berkshire	Florida
201478342	Massachusetts	1	Berkshire	Rowe
201478411	Massachusetts	1	Franklin	Charlemont
201478411	Massachusetts	1	Franklin	Rowe
201478305	Massachusetts	1	Franklin	Shelburne
201478436	Massachusetts	1	Franklin	Colrain
201478436	Massachusetts	1	Franklin	Buckland
201478436	Massachusetts	1	Franklin	Charlemont
201478436	Massachusetts	1	Franklin	Shelburne
201478326	Massachusetts	1	Berkshire	Florida
201478326	Massachusetts	1	Berkshire	North adams
201478340	Massachusetts	1	Franklin	Charlemont
201478340	Massachusetts	1	Franklin	Heath
201478386	Massachusetts	1	Franklin	Charlemont
201478333	Massachusetts	1	Berkshire	Florida
201478442	Massachusetts	1	Franklin	Charlemont
201478442	Massachusetts	1	Franklin	Rowe
201478402	Massachusetts	1	Berkshire	Florida
201478564	Massachusetts	1	Franklin	Charlemont
201478564	Massachusetts	1	Franklin	Heath
201478375	Massachusetts	1	Franklin	Florida
201478375	Massachusetts	1	Franklin	Rowe
201478375	Massachusetts	1	Berkshire	Florida
201478375	Massachusetts	1	Berkshire	Rowe
201478374	Massachusetts	1	Berkshire	Florida
201478412	Massachusetts	1	Franklin	Greenfield
201478412	Massachusetts	1	Franklin	Shelburne
201478412	Massachusetts	2	Franklin	Greenfield
201478412	Massachusetts	2	Franklin	Shelburne
201478517	Massachusetts	1	Franklin	Charlemont
201478517	Massachusetts	1	Franklin	Heath
201478355	Massachusetts	1	Franklin	Charlemont
201478355	Massachusetts	1	Franklin	Heath
201478493	Massachusetts	1	Franklin	Charlemont
201478365	Massachusetts	1	Franklin	Florida
201478365	Massachusetts	1	Franklin	Rowe
201478365	Massachusetts	1	Berkshire	Florida
201478365	Massachusetts	1	Berkshire	Rowe
201478366	Massachusetts	1	Franklin	Florida
201478366	Massachusetts	1	Franklin	Rowe
201478366	Massachusetts	1	Berkshire	Florida
201478366	Massachusetts	1	Berkshire	Rowe
201478450	Massachusetts	1	Franklin	Charlemont
201478422	Massachusetts	1	Franklin	Florida
201478422	Massachusetts	1	Franklin	Rowe
201478422	Massachusetts	1	Berkshire	Florida
201478422	Massachusetts	1	Berkshire	Rowe
201478421	Massachusetts	1	Franklin	Florida
201478421	Massachusetts	1	Franklin	Rowe
201478421	Massachusetts	1	Berkshire	Florida
201478421	Massachusetts	1	Berkshire	Rowe
201478482	Massachusetts	1	Berkshire	Florida
201478482	Massachusetts	1	Berkshire	Rowe
201478449	Massachusetts	1	Franklin	Charlemont
201478401	Massachusetts	1	Berkshire	Florida
201478401	Massachusetts	1	Berkshire	North adams
201478511	Massachusetts	1	Franklin	Charlemont
201478548	Massachusetts	1	Berkshire	Florida
201478479	Massachusetts	1	Franklin	Shelburne
201478435	Massachusetts	1	Franklin	Colrain
201478435	Massachusetts	1	Franklin	Buckland
201478435	Massachusetts	1	Franklin	Charlemont
201478483	Massachusetts	1	Franklin	Florida
201478483	Massachusetts	1	Franklin	Charlemont
201478483	Massachusetts	1	Franklin	Rowe
201478483	Massachusetts	1	Berkshire	Florida
201478483	Massachusetts	1	Berkshire	Charlemont
201478483	Massachusetts	1	Berkshire	Rowe
201478441	Massachusetts	1	Franklin	Charlemont
201478502	Massachusetts	2	Franklin	Greenfield
201478472	Massachusetts	1	Franklin	Shelburne
201478453	Massachusetts	1	Franklin	Florida
201478453	Massachusetts	1	Franklin	Rowe
201478453	Massachusetts	1	Berkshire	Florida
201478453	Massachusetts	1	Berkshire	Rowe
201478570	Massachusetts	1	Franklin	Shelburne
201478653	Massachusetts	1	Franklin	Shelburne
201478444	Massachusetts	1	Franklin	Buckland
201478444	Massachusetts	1	Franklin	Charlemont
201478537	Massachusetts	1	Franklin	Charlemont
201478458	Massachusetts	1	Franklin	Buckland
201478458	Massachusetts	1	Franklin	Charlemont
201478468	Massachusetts	1	Franklin	Charlemont
201478516	Massachusetts	1	Franklin	Buckland
201478590	Massachusetts	1	Franklin	Charlemont
201478469	Massachusetts	1	Franklin	Buckland
201478469	Massachusetts	1	Franklin	Charlemont
201478457	Massachusetts	1	Franklin	Buckland
201478457	Massachusetts	1	Franklin	Charlemont
201478495	Massachusetts	1	Franklin	Buckland
201478494	Massachusetts	1	Franklin	Buckland
201478494	Massachusetts	1	Franklin	Charlemont
201478496	Massachusetts	1	Franklin	Greenfield
201478496	Massachusetts	1	Franklin	Shelburne
201478496	Massachusetts	2	Franklin	Greenfield
201478496	Massachusetts	2	Franklin	Shelburne
201478471	Massachusetts	1	Franklin	Shelburne
201478795	Massachusetts	1	Franklin	Shelburne
201478652	Massachusetts	1	Franklin	Shelburne
201478600	Massachusetts	1	Franklin	Charlemont
201478541	Massachusetts	1	Franklin	Greenfield
201478541	Massachusetts	1	Franklin	Shelburne
201478541	Massachusetts	2	Franklin	Greenfield
201478541	Massachusetts	2	Franklin	Shelburne
201478500	Massachusetts	1	Franklin	Buckland
201478500	Massachusetts	1	Franklin	Charlemont
201478501	Massachusetts	1	Franklin	Buckland
201478512	Massachusetts	1	Franklin	Buckland
201478529	Massachusetts	2	Franklin	Deerfield
201478529	Massachusetts	2	Franklin	Greenfield
201478555	Massachusetts	1	Franklin	Buckland
201478555	Massachusetts	1	Franklin	Charlemont
201478552	Massachusetts	1	Franklin	Buckland
201478552	Massachusetts	1	Franklin	Charlemont
201478510	Massachusetts	1	Franklin	Charlemont
201478532	Massachusetts	2	Franklin	Greenfield
201478733	Massachusetts	1	Franklin	Buckland
201478775	Massachusetts	1	Franklin	Buckland
201478672	Massachusetts	2	Franklin	Greenfield
201478626	Massachusetts	1	Franklin	Charlemont
201478574	Massachusetts	1	Berkshire	Florida
201478574	Massachusetts	1	Berkshire	North adams
201478621	Massachusetts	2	Franklin	Deerfield
201478621	Massachusetts	2	Franklin	Greenfield
201478551	Massachusetts	1	Berkshire	Florida
201478547	Massachusetts	1	Berkshire	Florida
201478547	Massachusetts	1	Berkshire	North adams
201478638	Massachusetts	1	Franklin	Charlemont
201478562	Massachusetts	1	Berkshire	Florida
201478578	Massachusetts	1	Berkshire	Florida
201478578	Massachusetts	1	Berkshire	Savoy
201478664	Massachusetts	1	Franklin	Shelburne
201478714	Massachusetts	1	Franklin	Florida
201478714	Massachusetts	1	Franklin	Charlemont
201478714	Massachusetts	1	Franklin	Savoy
201478714	Massachusetts	1	Berkshire	Florida
201478714	Massachusetts	1	Berkshire	Charlemont
201478714	Massachusetts	1	Berkshire	Savoy
201478565	Massachusetts	1	Franklin	Buckland
201478565	Massachusetts	1	Franklin	Charlemont
201478624	Massachusetts	1	Franklin	Hawley
201478624	Massachusetts	1	Franklin	Charlemont
201478650	Massachusetts	1	Franklin	Buckland
201478650	Massachusetts	1	Franklin	Charlemont
201478579	Massachusetts	1	Berkshire	Florida
201478589	Massachusetts	1	Berkshire	Florida
201478691	Massachusetts	1	Berkshire	Florida
201478580	Massachusetts	1	Franklin	Buckland
201478580	Massachusetts	1	Franklin	Charlemont
201478598	Massachusetts	1	Franklin	Buckland
201478598	Massachusetts	1	Franklin	Charlemont
201478591	Massachusetts	1	Franklin	Hawley
201478591	Massachusetts	1	Franklin	Charlemont
201478737	Massachusetts	1	Franklin	Hawley
201478737	Massachusetts	1	Franklin	Charlemont
201478592	Massachusetts	1	Franklin	Buckland
201478592	Massachusetts	1	Franklin	Shelburne
201478645	Massachusetts	1	Franklin	Buckland
201478645	Massachusetts	1	Franklin	Shelburne
201478603	Massachusetts	1	Berkshire	Florida
201478603	Massachusetts	1	Berkshire	North adams
201478610	Massachusetts	1	Franklin	Buckland
201478610	Massachusetts	1	Franklin	Charlemont
201478604	Massachusetts	1	Berkshire	Florida
201478606	Massachusetts	1	Franklin	Charlemont
201478641	Massachusetts	2	Franklin	Greenfield
201478753	Massachusetts	1	Berkshire	Florida
201478753	Massachusetts	1	Berkshire	Savoy
201478620	Massachusetts	1	Franklin	Deerfield
201478620	Massachusetts	1	Franklin	Greenfield
201478620	Massachusetts	1	Franklin	Shelburne
201478620	Massachusetts	2	Franklin	Deerfield
201478620	Massachusetts	2	Franklin	Greenfield
201478620	Massachusetts	2	Franklin	Shelburne
201478608	Massachusetts	1	Franklin	Charlemont
201478605	Massachusetts	1	Franklin	Charlemont
201478627	Massachusetts	1	Franklin	Hawley
201478627	Massachusetts	1	Franklin	Buckland
201478627	Massachusetts	1	Franklin	Charlemont
201478700	Massachusetts	1	Berkshire	Florida
201478710	Massachusetts	1	Franklin	Hawley
201478710	Massachusetts	1	Franklin	Buckland
201478710	Massachusetts	1	Franklin	Charlemont
201478663	Massachusetts	1	Franklin	Shelburne
201478701	Massachusetts	1	Franklin	Hawley
201478701	Massachusetts	1	Franklin	Charlemont
201478713	Massachusetts	1	Berkshire	Adams
201478713	Massachusetts	1	Berkshire	Florida
201478713	Massachusetts	1	Berkshire	North adams
201478713	Massachusetts	1	Berkshire	Savoy
201478618	Massachusetts	1	Franklin	Charlemont
201478619	Massachusetts	1	Franklin	Charlemont
201478625	Massachusetts	1	Franklin	Charlemont
201478642	Massachusetts	2	Franklin	Deerfield
201478642	Massachusetts	2	Franklin	Greenfield
201478655	Massachusetts	1	Franklin	Hawley
201478655	Massachusetts	1	Franklin	Charlemont
201478686	Massachusetts	2	Franklin	Deerfield
201478774	Massachusetts	1	Franklin	Hawley
201478774	Massachusetts	1	Franklin	Buckland
201478774	Massachusetts	1	Franklin	Charlemont
201478764	Massachusetts	1	Franklin	Buckland
201478715	Massachusetts	1	Franklin	Hawley
201478715	Massachusetts	1	Franklin	Charlemont
201478683	Massachusetts	2	Franklin	Deerfield
201478683	Massachusetts	2	Franklin	Greenfield
201478651	Massachusetts	1	Franklin	Buckland
201478692	Massachusetts	1	Franklin	Conway
201478692	Massachusetts	1	Franklin	Buckland
201478732	Massachusetts	1	Franklin	Hawley
201478732	Massachusetts	1	Franklin	Charlemont
201478814	Massachusetts	1	Franklin	Hawley
201478814	Massachusetts	1	Franklin	Charlemont
201478742	Massachusetts	1	Franklin	Shelburne
201478754	Massachusetts	1	Berkshire	Florida
201478754	Massachusetts	1	Berkshire	Savoy
201478693	Massachusetts	2	Franklin	Deerfield
201478693	Massachusetts	2	Franklin	Greenfield
201478694	Massachusetts	2	Franklin	Deerfield
201478694	Massachusetts	2	Franklin	Greenfield
201478695	Massachusetts	2	Franklin	Deerfield
201478695	Massachusetts	2	Franklin	Greenfield
201478755	Massachusetts	1	Berkshire	Florida
201478755	Massachusetts	1	Berkshire	Savoy
201478794	Massachusetts	1	Franklin	Conway
201478794	Massachusetts	1	Franklin	Buckland
201478794	Massachusetts	1	Franklin	Shelburne
201479078	Massachusetts	1	Franklin	Deerfield
201479078	Massachusetts	1	Franklin	Greenfield
201479078	Massachusetts	1	Franklin	Shelburne
201479078	Massachusetts	2	Franklin	Deerfield
201479078	Massachusetts	2	Franklin	Greenfield
201479078	Massachusetts	2	Franklin	Shelburne
201478716	Massachusetts	1	Franklin	Deerfield
201478716	Massachusetts	1	Franklin	Greenfield
201478716	Massachusetts	1	Franklin	Shelburne
201478716	Massachusetts	2	Franklin	Deerfield
201478716	Massachusetts	2	Franklin	Greenfield
201478716	Massachusetts	2	Franklin	Shelburne
201478822	Massachusetts	2	Franklin	Deerfield
201478711	Massachusetts	2	Franklin	Deerfield
201478706	Massachusetts	1	Franklin	Hawley
201478706	Massachusetts	1	Franklin	Charlemont
201478717	Massachusetts	2	Franklin	Deerfield
201478717	Massachusetts	2	Franklin	Greenfield
201478722	Massachusetts	1	Berkshire	Florida
201478722	Massachusetts	1	Berkshire	Savoy
201478890	Massachusetts	1	Franklin	Hawley
201478890	Massachusetts	1	Franklin	Charlemont
201478756	Massachusetts	1	Franklin	Hawley
201478756	Massachusetts	1	Franklin	Charlemont
201478756	Massachusetts	1	Franklin	Savoy
201478756	Massachusetts	1	Berkshire	Hawley
201478756	Massachusetts	1	Berkshire	Charlemont
201478756	Massachusetts	1	Berkshire	Savoy
201478836	Massachusetts	2	Franklin	Deerfield
201478769	Massachusetts	1	Franklin	Hawley
201478769	Massachusetts	1	Franklin	Charlemont
201478726	Massachusetts	2	Franklin	Deerfield
201478725	Massachusetts	1	Berkshire	Florida
201478725	Massachusetts	1	Berkshire	Savoy
201478959	Massachusetts	1	Berkshire	Savoy
201478799	Massachusetts	1	Franklin	Shelburne
201478752	Massachusetts	1	Berkshire	Florida
201478752	Massachusetts	1	Berkshire	Savoy
201478973	Massachusetts	1	Franklin	Ashfield
201478973	Massachusetts	1	Franklin	Buckland
201478835	Massachusetts	1	Franklin	Buckland
201478743	Massachusetts	1	Franklin	Shelburne
201478800	Massachusetts	1	Franklin	Shelburne
201478792	Massachusetts	1	Berkshire	Florida
